,text,start,duration
2642,"to be doing all that
much except bouncing.",6810.1,2.1
2643,"So I'm guessing there's a loop, maybe
a conditional checking for those walls",6812.2,3.46
2644,too.,6815.66,0.5
2645,"So let's go ahead and
zoom out, see inside.",6816.16,2.663
2646,"Let's not worry about Harvard
because it's pretty much the same.",6818.823,2.667
2647,Let's look at the Yale puzzle pieces.,6821.49,2.03
2648,"And sure enough, go to the middle.",6823.52,2.19
2649,0 comma zero.,6825.71,1.17
2650,"Point in direction 90, so
point horizontally on the grid.",6826.88,4.05
2651,"And then if touching left
wall or touching right wall--",6830.93,2.94
2652,"I'm kind of cheating this time, but
cleverly, just spin around and do 180",6833.87,4.6
2653,so you effectively bounce off the wall.,6838.47,1.728
2654,This just tightened up my code.,6840.198,1.292
2655,"I don't need to do the
negative 1 or the plus 1.",6841.49,2.0
2656,"I just say bounce in this
form of code, otherwise just",6843.49,3.52
2657,constantly move one step.,6847.01,1.41
2658,"Now, if this is a game where Yale
is supposed to be better and faster,",6848.42,3.66
2659,"well, let's change the 1 to 5.",6852.08,1.44
2660,Move 5 pixels at a time.,6853.52,1.78
2661,Let's move it 10 back and forth.,6855.3,2.31
2662,Let's maybe 100.,6857.61,1.43
2663,Uh-oh.,6859.04,1.11
2664,So what just happened?,6860.15,1.23
2665,"That is a bug, which we can
avoid by just not doing that.",6861.38,3.93
2666,But why did it break out of the wall?,6865.31,2.0
2667,Yeah.,6867.31,1.0
2668,AUDIENCE: [INAUDIBLE].,6868.31,1.29
2669,At first it was [INAUDIBLE].,6869.6,1.29
2670,DAVID J. MALAN: Exactly.,6870.89,1.0
2671,"Because I'm doing 100
steps at a time, I'm",6871.89,2.12
2672,"never actually touching the
other sprite because I'm",6874.01,2.19
2673,sort of stepping way over it.,6876.2,1.86
2674,"So there's never a moment where
they're actually touching.",6878.06,2.55
2675,"So previously, I was just getting
lucky by doing fewer steps because it's",6880.61,4.02
2676,"gradually going over
the wall, which gives me",6884.63,2.07
2677,just enough time to detect as much.,6886.7,1.857
2678,"So I would have to kind
of tinker, and he'll",6888.557,1.833
2679,handle this a little bit differently.,6890.39,1.542
2680,So it's a bug if it's too fast.,6891.932,1.858
2681,"But at least if I keep
it slow and reasonable",6893.79,1.94
2682,"the math actually does work out, so
long as it starts again in the middle.",6895.73,4.14
2683,"Well, let's do one final flourish here,
whereby let's bring MIT into the mix.",6899.87,4.33
2684,Right?,6904.2,0.5
2685,"They're super smart, so
maybe they can kind of",6904.7,2.07
2686,track us and follow wherever I'm going.,6906.77,4.62
2687,So how might this work?,6911.39,1.75
2688,All right.,6913.14,0.5
2689,"So nothing happens yet because we
haven't finished composing the game.",6913.64,2.94
2690,And notice here--,6916.58,0.91
2691,OK.,6917.49,0.5
2692,Now MIT is struggling.,6917.99,1.073
2693,"It's kind of twitching there because
it's going just above, and below,",6919.063,2.917
2694,"and then above, and below.",6921.98,1.12
2695,So we could fix that too if we want.,6923.1,1.74
2696,"But that's just a function of
my math, one pixel at a time.",6924.84,3.24
2697,"Let me open up this one, see
inside, and click on MIT.",6928.08,5.49
2698,"And it doesn't take much
to implement MIT, it seems.",6933.57,3.54
2699,"So go to random position, forever
point towards the Harvard logo outline,",6937.11,6.09
2700,"AKA the shield, and then move one step.",6943.2,3.13
2701,"So if I wanted to make MIT even smarter,
even faster, what do I change here?",6946.33,4.375
2702,AUDIENCE: [INAUDIBLE],6950.705,0.875
2703,DAVID J. MALAN: Yeah.,6951.58,0.875
2704,"Change one step to two steps to double
their speed or five steps, 10 steps,",6952.455,3.615
2705,or 100 steps.,6956.07,0.542
2706,"And the game is going
to be over like that.",6956.612,1.791
2707,"But that's all it takes to now
make these kinds of elements.",6958.403,2.537
2708,"So if you are a game player
on your phone, or consoles,",6960.94,2.39
2709,"or computer, or whatever, if
you think about almost any game,",6963.33,2.79
2710,"you can probably now start to
think about how they implemented",6966.12,2.79
2711,"those mechanics because it's just being
reduced to functions, conditionals,",6968.91,3.3
2712,"loops, variables, and
the like in this case.",6972.21,3.43
2713,"So let's go ahead here and
have maybe one final volunteer.",6975.64,4.92
2714,We've got one more bag of Oreos here.,6980.56,1.92
2715,OK.,6982.48,0.5
2716,That was super fast.,6982.98,0.66
2717,Do you want to come on up?,6983.64,1.11
2718,All right.,6984.75,0.5
2719,Brave volunteer.,6985.25,0.67
2720,Come on up.,6985.92,0.9
2721,[APPLAUSE],6986.82,3.451
2722,All right.,6991.18,0.5
2723,"Let me find the full-fledged version
of this that one of your predecessors",6991.68,5.04
2724,made.,6996.72,0.93
2725,And let me get the right one.,6997.65,2.84
2726,OK.,7000.49,0.5
2727,Here we go.,7000.99,0.75
2728,"We'll see some instructions on
the screen in just a moment.",7001.74,3.29
2729,"And when we hit Play, you'll see that
the mechanics are all combined now",7005.03,5.43
2730,into one full-fledged game.,7010.46,1.17
2731,"But first, an introduction.",7011.63,3.11
2732,It's on.,7014.74,1.15
2733,"SAM: Hi, everyone.",7015.89,0.86
2734,I'm Sam.,7016.75,1.03
2735,I live in [INAUDIBLE].,7017.78,1.05
2736,"I'm a freshman, and I'm from Nepal.",7018.83,1.827
2737,DAVID J. MALAN: All right.,7020.657,1.083
2738,Welcome to the stage.,7021.74,0.915
2739,[APPLAUSE],7022.655,0.5
2740,SAM: Thank you.,7023.155,1.132
2741,DAVID J. MALAN: All right.,7024.287,1.083
2742,So here we go.,7025.37,0.61
2743,Yep.,7025.98,0.5
2744,Go ahead and click the green flag.,7026.48,1.53
2745,[MUSIC PLAYING],7028.01,2.425
2746,"[MC HAMMER, ""U CAN'T TOUCH THIS""]
You can't touch this.",7030.435,3.575
2747,"DAVID J. MALAN: You see the
grid is just bigger this time.",7034.01,3.972
2748,(SINGING) You can't touch this.,7037.982,1.413
2749,DAVID J. MALAN: Nice.,7039.395,0.875
2750,Now there's that Yale element.,7040.27,1.957
2751,(SINGING) You can't touch this.,7042.227,1.853
2752,"My, my, my my music hits me so hard.",7044.08,3.69
2753,"Makes me say, oh, my Lord.",7047.77,1.8
2754,"Thank you for blessing me with a
mind to rhyme and two hyped feet.",7049.57,2.948
2755,"It feels good when you know you're down,
a super dope homeboy from the Oaktown.",7052.518,3.292
2756,DAVID J. MALAN: OK.,7055.81,0.792
2757,Third Yale.,7056.602,2.208
2758,"All started at slightly
different positions.",7058.81,2.67
2759,"(SINGING) I told you, homeboy.",7061.48,1.555
2760,You can't touch this.,7063.035,0.875
2761,DAVID J. MALAN: Nice.,7063.91,0.75
2762,All right.,7064.66,0.5
2763,There's MIT.,7065.16,0.67
2764,"(SINGING) And ya know
you can't touch this.",7065.83,1.95
2765,"[CHEERING, APPLAUSE]",7067.78,1.359
2766,DAVID J. MALAN: Oh.,7069.139,1.361
2767,(SINGING) You can't touch this.,7070.5,2.02
2768,Yo.,7072.52,0.5
2769,Let me bust the funky lyrics.,7073.02,1.225
2770,DAVID J. MALAN: Gotta go fast.,7074.245,1.25
2771,Oh.,7078.0,1.93
2772,No.,7079.93,0.5
2773,Oh.,7085.03,2.06
2774,[CHUCKLES],7087.09,0.5
2775,"(SINGING) Cold on a
mission, so fall on back.",7087.59,1.875
2776,"Let them know that you're too much,
and this is a beat they can't touch.",7089.465,4.225
2777,DAVID J. MALAN: Nice.,7093.69,0.9
2778,[EXCLAIMING],7094.59,1.38
2779,(SINGING) You can't touch this.,7095.97,2.3
2780,"DAVID J. MALAN: No more
walls but two MITs.",7098.27,2.212
2781,"(SINGING) Yo, sound the bell.",7100.482,1.208
2782,"School's in, sucker.",7101.69,1.075
2783,DAVID J. MALAN: Princeton now.,7102.765,1.25
2784,(SINGING) Give me a song or rhythm.,7104.015,1.597
2785,"Making them sweat, that's
what I'm giving them.",7105.612,1.958
2786,"Now, they know you talk about
the Hammer when you're talkin'",7107.57,3.57
2787,'bout a show that's hyped and tight.,7111.14,1.53
2788,"Singers are sweatin', so pass
them a wipe or a tape to learn.",7112.67,3.793
2789,DAVID J. MALAN: Second to last level.,7116.463,1.542
2790,(SINGING) The chart's legit.,7118.005,1.795
2791,"Either work hard, or
you might as well quit.",7119.8,2.18
2792,"That's word because you
know you can't touch this.",7121.98,3.56
2793,You can't touch this.,7128.265,0.875
2794,Break it down.,7131.87,0.73
2795,DAVID J. MALAN: All right.,7132.6,1.083
2796,Clear.,7133.683,0.977
2797,There we go.,7134.66,0.5
2798,Nice.,7135.16,0.5
2799,"Oh, oh.",7135.66,0.65
2800,Oh.,7139.565,1.395
2801,Few more lives.,7140.96,1.854
2802,Oh.,7142.814,2.776
2803,(SINGING) Stop.,7145.59,0.69
2804,Hammer time.,7146.28,0.42
2805,DAVID J. MALAN: Here we go.,7146.7,0.43
2806,There we go.,7147.13,0.98
2807,[EXCLAIMING],7148.11,1.58
2808,All right.,7149.69,0.5
2809,Couple more tries.,7150.19,2.03
2810,Yes!,7152.22,1.04
2811,"Oh, no.",7153.26,1.085
2812,(SINGING) This is it for a winner.,7154.345,1.652
2813,"Dance to this, and
you're gonna get thinner.",7155.997,1.833
2814,"Now move, slide your rump.",7157.83,1.65
2815,"DAVID J. MALAN: Starts
getting stressful.",7159.48,0.6
2816,"(SINGING) Just for a minute,
let's all do the bump.",7160.08,2.13
2817,"Bump, bump, bump.",7162.21,0.93
2818,Yeah.,7163.14,1.17
2819,You can't touch this.,7164.31,2.71
2820,"Look, man.",7167.02,0.87
2821,You can't touch this.,7167.89,1.468
2822,"You'll probably get hyped, boy.",7169.358,1.292
2823,DAVID J. MALAN: One more try.,7170.65,0.97
2824,(SINGING) You can't touch this.,7171.62,1.467
2825,Ring the bell.,7173.087,0.583
2826,School's back in.,7173.67,1.17
2827,DAVID J. MALAN: All right.,7174.84,0.3
2828,"A round of applause, nonetheless.",7175.14,1.375
2829,[APPLAUSE],7176.515,0.905
2830,Nicely done.,7177.42,0.94
2831,Thank you.,7178.36,0.92
2832,"So as you might have
noticed if your eyes started",7182.5,4.16
2833,"to wander to the light
bulbs here, there's",7186.66,1.75
2834,actually 64 of these light bulbs.,7188.41,2.16
2835,"And I'm wondering if you divide 64
by 8, that's 8 bytes of light bulbs.",7190.57,4.492
2836,"And we now have some
Unicode in our vocabulary.",7195.062,1.958
2837,"So might very well be
the case that we've",7197.02,1.95
2838,"been spelling something out on the
stage here for you all of this time.",7198.97,4.39
2839,"But before we adjourn for cake
to be served in the Transept,",7203.36,3.83
2840,"allow me to introduce some
of CS50's human friends,",7207.19,4.74
2841,"the Harvard Krokodiloes
and the Radcliffe Pitches,",7211.93,5.28
2842,"to give us this exciting
ending, ""This is CS50.""",7217.21,5.938
2843,"[APPLAUSE, CHEERING]",7223.148,3.458
2844,[HARMONICA NOTE],7236.98,1.482
2845,[VOCALIZING],7241.42,0.5
2846,"SPEAKER: (SINGING) There's a
certain someone who I'm indebted to.",7241.92,8.9
2847,"And since the old [? BNC ?] has
50, I have this friend for you.",7250.82,9.26
2848,"A two, three, four.",7263.09,1.21
2849,[VOCALIZING],7264.3,4.545
2850,"Oh, rubber ducky, you're the one.",7268.845,3.285
2851,You make [INAUDIBLE] so much fun.,7272.13,2.64
2852,"Rubber ducky, I'm awfully fond of you.",7274.77,3.63
2853,"[SCATTING] Rubber ducky, you make me
smile, and you help my code compile.",7278.4,6.63
2854,"Rubber ducky, you're
my very best friend.",7285.03,2.07
2855,It's true.,7287.1,2.13
2856,"When I'm at a standstill, your
debugging abilities stun me.",7289.23,4.53
2857,"When I'm at the end of my rope, you
just snap, and my code's up and running.",7293.76,6.57
2858,"Rubber ducky, you're so fine,
and I'm lucky that you're mine.",7300.33,4.83
2859,"Rubber ducky, you're
my very best friend.",7305.16,2.16
2860,It's true.,7307.32,1.29
2861,You're my best friend.,7308.61,1.3
2862,It's true.,7309.91,2.84
2863,"Rubber ducky, I'm awfully fond of you.",7312.75,4.035
2864,"[CHEERING, APPLAUSE]",7322.128,3.479
2865,"SPEAKER: Good afternoon, CS50.",7328.6,1.54
2866,"We are the Harvard Krokodiloes,
Harvard's oldest a cappella group,",7330.14,2.75
2867,"founded way back in 1946 at the
historic Hasty Pudding Club.",7332.89,3.27
2868,"We'd love to make a big
thank you to CS50 staff",7336.16,2.302
2869,"and to David Malan for having us
perform here at Sanders Theater.",7338.462,2.708
2870,"And you enjoyed this performance,
please come audition for us",7341.17,3.63
2871,this weekend at Farkas Hall.,7344.8,2.056
2872,"[CHEERING, APPLAUSE]",7346.856,3.472
2873,"SPEAKER: Hello, everyone.",7356.28,1.45
2874,"We are some of the Radcliffe
Pitches, and we are also",7357.73,2.27
2875,hosting auditions this weekend.,7360.0,1.92
2876,"You can find more information at
our Instagram, @radcliffepitches.",7361.92,3.36
2877,"Now, let me tell you a little
bit about just about a year ago",7365.28,3.42
2878,"today, when I was sitting in your very
seats on my first day of CS50 lecture.",7368.7,4.14
2879,"And this is just about
how I was feeling.",7372.84,2.86
2880,[HARMONICA NOTE],7375.7,1.47
2881,[VOCALIZING],7380.11,3.43
2882,"(SINGING) It's the first day of
class, and I'm brand new to code.",7387.41,4.29
2883,Is this for me?,7391.7,2.49
2884,So many people around.,7394.19,2.01
2885,Can I get through the workload?,7396.2,2.55
2886,But it's my dream.,7398.75,2.91
2887,"I tend to stick to English, not science.",7401.66,3.6
2888,"But my [INAUDIBLE] friends
told me to try this.",7405.26,3.907
2889,"Hey, dancing robot dog, you kind of
look like you have your life together,",7409.167,3.083
2890,I guess.,7412.25,0.93
2891,I really need some advice.,7413.18,2.517
2892,"(ALL SINGING) We know
you're feeling unsure,",7415.697,1.833
2893,but this is really the right call.,7417.53,3.06
2894,"In CS50, you'll meet new
friends, get free food.",7420.59,4.17
2895,You'll be all set for this fall in CS50.,7424.76,5.4
